 Etot   =    -28963.9869  EKtot   =      6925.8733  EPtot      =    -35889.8602	 Etot   =       350.0747  EKtot   =       108.7710  EPtot      =       257.9197
 Etot   =    -28609.0206  EKtot   =      7011.4423  EPtot      =    -35620.4629	 Etot   =       129.8010  EKtot   =        62.6244  EPtot      =       114.7783
 Etot   =    -28610.2217  EKtot   =      7007.6884  EPtot      =    -35617.9100	 Etot   =       125.2875  EKtot   =        62.0013  EPtot      =       103.4298
 Etot   =    -28596.6615  EKtot   =      7016.6046  EPtot      =    -35613.2661	 Etot   =       114.9610  EKtot   =        53.5783  EPtot      =       103.7384
 Etot   =    -28620.9345  EKtot   =      7011.9391  EPtot      =    -35632.8736	 Etot   =        91.2456  EKtot   =        63.1579  EPtot      =        56.1097
 Etot   =    -28669.5344  EKtot   =      7023.6361  EPtot      =    -35693.1705	 Etot   =        80.0674  EKtot   =        58.7181  EPtot      =        76.0186
 Etot   =    -28770.1205  EKtot   =      7004.6253  EPtot      =    -35774.7458	 Etot   =       103.8914  EKtot   =        63.2653  EPtot      =        79.7378
 Etot   =    -28797.3474  EKtot   =      7001.4347  EPtot      =    -35798.7820	 Etot   =        99.0290  EKtot   =        54.6183  EPtot      =        84.8200
 Etot   =    -28789.9870  EKtot   =      7033.1602  EPtot      =    -35823.1472	 Etot   =        51.3413  EKtot   =        56.8754  EPtot      =        57.6457
 Etot   =    -28872.8534  EKtot   =      6990.3560  EPtot      =    -35863.2094	 Etot   =        94.8270  EKtot   =        70.7809  EPtot      =        69.5743
 Etot   =    -28796.4811  EKtot   =      7024.6609  EPtot      =    -35821.1420	 Etot   =       123.7923  EKtot   =        70.1505  EPtot      =       100.6779
 Etot   =    -28788.9040  EKtot   =      7040.8832  EPtot      =    -35829.7872	 Etot   =        81.6691  EKtot   =        59.4471  EPtot      =        70.4087
 Etot   =    -28806.2921  EKtot   =      7038.6408  EPtot      =    -35844.9329	 Etot   =        95.5868  EKtot   =        55.3335  EPtot      =        87.3927
 Etot   =    -28888.5761  EKtot   =      6997.3071  EPtot      =    -35885.8832	 Etot   =        59.4379  EKtot   =        56.4914  EPtot      =        66.0111
 Etot   =    -28830.5100  EKtot   =      7029.7526  EPtot      =    -35860.2626	 Etot   =        88.4477  EKtot   =        64.8512  EPtot      =        63.1266
 Etot   =    -28888.6065  EKtot   =      7024.9519  EPtot      =    -35913.5584	 Etot   =       106.1313  EKtot   =        55.3504  EPtot      =        98.8208
 Etot   =    -28914.1900  EKtot   =      7030.9338  EPtot      =    -35945.1238	 Etot   =       105.2239  EKtot   =        56.6940  EPtot      =        96.3827
 Etot   =    -28920.8441  EKtot   =      7025.8705  EPtot      =    -35946.7146	 Etot   =       114.3297  EKtot   =        55.8456  EPtot      =       107.2597
 Etot   =    -28998.4811  EKtot   =      7032.9255  EPtot      =    -36031.4066	 Etot   =        67.0085  EKtot   =        54.8727  EPtot      =        71.4456
 Etot   =    -29030.3163  EKtot   =      7012.6676  EPtot      =    -36042.9839	 Etot   =        69.8687  EKtot   =        56.9547  EPtot      =        65.8486
 Etot   =    -29084.6622  EKtot   =      7023.1962  EPtot      =    -36107.8584	 Etot   =        82.5978  EKtot   =        62.0417  EPtot      =        73.7497
 Etot   =    -29180.3086  EKtot   =      7008.1901  EPtot      =    -36188.4986	 Etot   =        62.9934  EKtot   =        59.1110  EPtot      =        59.3663
 Etot   =    -29166.1046  EKtot   =      7012.2480  EPtot      =    -36178.3526	 Etot   =        51.1076  EKtot   =        50.6001  EPtot      =        48.3249
 Etot   =    -29188.8232  EKtot   =      7023.6802  EPtot      =    -36212.5034	 Etot   =        76.3643  EKtot   =        61.2606  EPtot      =        62.1139
 Etot   =    -29329.7060  EKtot   =      6992.4964  EPtot      =    -36322.2024	 Etot   =        72.1733  EKtot   =        56.0813  EPtot      =        61.3401
 Etot   =    -29330.4224  EKtot   =      7024.3036  EPtot      =    -36354.7260	 Etot   =        83.2761  EKtot   =        62.9027  EPtot      =        69.2471
 Etot   =    -29466.1424  EKtot   =      6970.3001  EPtot      =    -36436.4425	 Etot   =        83.5080  EKtot   =        62.4164  EPtot      =        75.6487
 Etot   =    -29385.9358  EKtot   =      7036.2277  EPtot      =    -36422.1635	 Etot   =        93.3136  EKtot   =        47.9424  EPtot      =        99.1178
 Etot   =    -29453.1715  EKtot   =      7023.3739  EPtot      =    -36476.5454	 Etot   =        67.4208  EKtot   =        55.0049  EPtot      =        63.7415
 Etot   =    -29422.2915  EKtot   =      7024.8813  EPtot      =    -36447.1727	 Etot   =        93.0834  EKtot   =        61.1925  EPtot      =        79.1657
 Etot   =    -29332.5559  EKtot   =      7052.7693  EPtot      =    -36385.3252	 Etot   =       121.8407  EKtot   =        64.9415  EPtot      =        93.7326
 Etot   =    -29337.4209  EKtot   =      7014.0974  EPtot      =    -36351.5183	 Etot   =        71.3687  EKtot   =        55.0187  EPtot      =        58.9539
 Etot   =    -29367.5438  EKtot   =      7034.4820  EPtot      =    -36402.0257	 Etot   =        64.1081  EKtot   =        63.5559  EPtot      =        47.1089
 Etot   =    -29404.6680  EKtot   =      7042.4585  EPtot      =    -36447.1264	 Etot   =        83.8270  EKtot   =        58.5977  EPtot      =        72.9088
 Etot   =    -29434.2890  EKtot   =      7042.0180  EPtot      =    -36476.3070	 Etot   =        90.2330  EKtot   =        64.1056  EPtot      =        72.2668
 Etot   =    -29489.8613  EKtot   =      7027.4384  EPtot      =    -36517.2997	 Etot   =       139.8124  EKtot   =        59.0407  EPtot      =       115.1758
 Etot   =    -29470.5740  EKtot   =      7040.6900  EPtot      =    -36511.2640	 Etot   =       114.2102  EKtot   =        59.3508  EPtot      =       102.0272
 Etot   =    -29501.1569  EKtot   =      7024.9680  EPtot      =    -36526.1249	 Etot   =        82.6369  EKtot   =        54.4699  EPtot      =        65.4320
 Etot   =    -29504.7495  EKtot   =      7005.7201  EPtot      =    -36510.4695	 Etot   =        84.2288  EKtot   =        58.7098  EPtot      =        71.8944
 Etot   =    -29456.4786  EKtot   =      7027.3015  EPtot      =    -36483.7801	 Etot   =        78.4929  EKtot   =        57.5113  EPtot      =        61.6153
 Etot   =    -29415.9018  EKtot   =      7037.1716  EPtot      =    -36453.0734	 Etot   =        93.7705  EKtot   =        63.8602  EPtot      =        77.5676
