 Etot   =    -26575.8215  EKtot   =      6387.8040  EPtot      =    -32963.6255	 Etot   =       348.1472  EKtot   =       107.3783  EPtot      =       256.8205
 Etot   =    -26274.5501  EKtot   =      6474.7627  EPtot      =    -32749.3128	 Etot   =        63.8833  EKtot   =        54.2342  EPtot      =        61.8689
 Etot   =    -26335.3344  EKtot   =      6455.5090  EPtot      =    -32790.8434	 Etot   =       103.2215  EKtot   =        68.2302  EPtot      =        79.6374
 Etot   =    -26305.6356  EKtot   =      6478.8949  EPtot      =    -32784.5306	 Etot   =       131.2841  EKtot   =        69.0057  EPtot      =        97.9030
 Etot   =    -26303.3473  EKtot   =      6489.1379  EPtot      =    -32792.4852	 Etot   =        67.7660  EKtot   =        51.2755  EPtot      =        67.8358
 Etot   =    -26331.7971  EKtot   =      6507.8228  EPtot      =    -32839.6199	 Etot   =       131.7631  EKtot   =        70.5570  EPtot      =        95.5746
 Etot   =    -26429.7650  EKtot   =      6445.5325  EPtot      =    -32875.2975	 Etot   =        88.5240  EKtot   =        56.6474  EPtot      =        72.4588
 Etot   =    -26339.0279  EKtot   =      6508.6223  EPtot      =    -32847.6503	 Etot   =        91.5572  EKtot   =        56.7516  EPtot      =        80.2304
 Etot   =    -26339.9547  EKtot   =      6496.7117  EPtot      =    -32836.6664	 Etot   =       104.8631  EKtot   =        58.8223  EPtot      =        79.3565
 Etot   =    -26434.5626  EKtot   =      6474.7284  EPtot      =    -32909.2910	 Etot   =        64.8084  EKtot   =        54.3399  EPtot      =        59.3231
 Etot   =    -26476.9575  EKtot   =      6480.9703  EPtot      =    -32957.9278	 Etot   =        65.2733  EKtot   =        57.2125  EPtot      =        69.0261
 Etot   =    -26596.8599  EKtot   =      6472.3822  EPtot      =    -33069.2421	 Etot   =        58.1310  EKtot   =        49.0382  EPtot      =        59.9371
 Etot   =    -26608.1097  EKtot   =      6477.6755  EPtot      =    -33085.7851	 Etot   =        65.7147  EKtot   =        49.5474  EPtot      =        67.8437
 Etot   =    -26588.9921  EKtot   =      6482.0375  EPtot      =    -33071.0296	 Etot   =        76.6913  EKtot   =        58.1718  EPtot      =        63.5703
 Etot   =    -26533.0384  EKtot   =      6502.7001  EPtot      =    -33035.7384	 Etot   =        88.2543  EKtot   =        64.3155  EPtot      =        63.6859
 Etot   =    -26554.2790  EKtot   =      6500.1302  EPtot      =    -33054.4093	 Etot   =        91.4450  EKtot   =        57.6451  EPtot      =        79.5340
 Etot   =    -26667.4307  EKtot   =      6491.7540  EPtot      =    -33159.1846	 Etot   =        77.1150  EKtot   =        52.8988  EPtot      =        66.2749
 Etot   =    -26771.1393  EKtot   =      6478.9678  EPtot      =    -33250.1071	 Etot   =        90.5167  EKtot   =        61.4750  EPtot      =        80.8404
 Etot   =    -26706.2094  EKtot   =      6501.9788  EPtot      =    -33208.1882	 Etot   =        63.2230  EKtot   =        62.9303  EPtot      =        54.0233
 Etot   =    -26711.2233  EKtot   =      6504.6278  EPtot      =    -33215.8511	 Etot   =        71.7358  EKtot   =        63.8008  EPtot      =        67.2809
 Etot   =    -26809.7221  EKtot   =      6477.2092  EPtot      =    -33286.9313	 Etot   =        65.8877  EKtot   =        56.0014  EPtot      =        54.5283
 Etot   =    -26792.3997  EKtot   =      6493.3236  EPtot      =    -33285.7233	 Etot   =        88.0240  EKtot   =        59.4785  EPtot      =        86.3576
 Etot   =    -26895.2437  EKtot   =      6479.8532  EPtot      =    -33375.0969	 Etot   =        96.7623  EKtot   =        65.9688  EPtot      =        67.0110
 Etot   =    -26900.3338  EKtot   =      6494.1589  EPtot      =    -33394.4927	 Etot   =        58.4171  EKtot   =        49.5424  EPtot      =        51.9706
 Etot   =    -26977.2741  EKtot   =      6470.6895  EPtot      =    -33447.9636	 Etot   =        72.7460  EKtot   =        57.7669  EPtot      =        60.8958
 Etot   =    -27018.0708  EKtot   =      6487.6085  EPtot      =    -33505.6793	 Etot   =        62.9454  EKtot   =        59.0086  EPtot      =        52.5765
 Etot   =    -27017.9963  EKtot   =      6502.8343  EPtot      =    -33520.8306	 Etot   =        54.4620  EKtot   =        52.3848  EPtot      =        49.7397
 Etot   =    -26981.0030  EKtot   =      6502.0637  EPtot      =    -33483.0667	 Etot   =        84.1546  EKtot   =        53.3220  EPtot      =        80.8696
