#Frame            H-O        H-OG1        H2N-O      H2N-OG1
    7645       3.1419       2.5772       4.2187       2.6944
    7646       3.0196       2.5380       3.8988       2.8488
    7647       3.3002       2.5264       4.6408       3.2405
    7648       2.8951       2.6022       3.5075       2.6603
    7649       2.9230       2.4829       3.6557       2.6367
    7650       3.0522       2.4450       3.2568       2.3032
    7651       3.0413       2.3400       3.2277       2.3780
    7652       3.1827       2.5773       3.9109       2.6481
    7653       2.8850       2.7072       3.6627       2.8274
    7654       3.0274       2.5746       3.7555       2.4399
    7655       3.1421       2.3881       3.0003       2.4947
    7656       3.1556       2.5023       3.8437       2.7922
    7657       3.3581       2.5079       4.2766       2.9805
    7658       3.0292       2.5224       4.0374       2.8871
    7659       3.1033       2.5202       3.8001       2.4239
    7660       3.2210       2.4015       4.0639       2.6339
    7661       3.1556       2.4626       4.4435       2.9377
    7662       3.2517       2.4692       4.0664       2.9706
    7663       3.1692       2.6826       5.4358       3.1412
    7664       2.9800       2.5927       4.3604       2.5795
    7665       3.4075       2.4459       4.2778       2.5569
    7666       2.8838       2.6746       3.6931       2.5340
    7667       3.3888       2.5180       4.0785       2.2989
    7668       3.1030       2.1738       5.0546       2.7745
    7669       3.2210       2.6403       4.0702       2.5181
    7670       3.3637       2.6307       5.0245       2.9611
    7671       3.0725       2.2503       5.3783       3.0466
    7672       3.6001       2.6829       5.3862       3.0077
    7673       3.4480       2.2903       5.5937       2.7815
    7674       3.5681       2.4652       4.2636       2.4816
    7675       3.3884       2.5255       4.5506       2.5719
    7676       3.5348       2.3737       4.9870       2.7468
    7677       3.2989       2.1659       4.5437       2.4738
    7678       3.3834       2.2969       5.0190       2.7395
    7679       3.3676       2.2037       5.7080       3.1056
    7680       3.4133       2.4977       4.2666       2.3323
    7681       3.1873       2.4829       6.1609       3.9438
    7682       3.1348       2.6596       4.7594       2.4947
    7683       3.1767       2.5003       4.4010       2.7256
    7684       3.4232       2.4257       5.0929       2.5211
    7685       3.3917       2.4465       4.5799       2.6025
    7686       3.4374       2.5405       4.5146       2.5083
    7687       3.0853       2.4297       5.2597       3.2830
    7688       3.1378       2.2673       4.2734       2.6306
    7689       3.3300       2.3082       4.5445       2.7799
    7690       3.5961       2.3606       4.4320       2.5143
    7691       3.3066       2.4138       4.5801       2.4863
    7692       3.4314       2.4116       5.4384       3.0472
    7693       3.1247       2.6334       4.5410       2.7856
    7694       3.0029       2.5936       4.6095       2.4971
    7695       3.3906       2.1616       5.5887       3.1407
    7696       3.3387       2.3530       5.6909       3.0997
    7697       3.5700       2.4636       5.0715       3.0898
    7698       3.5008       2.5067       5.3244       3.0315
    7699       3.3883       2.2808       4.8806       2.5729
    7700       3.4802       2.3939       5.0912       3.0766
    7701       3.7047       2.5128       4.8902       2.5474
    7702       3.5559       2.6205       5.0212       2.9653
    7703       3.3308       2.2209       5.6477       2.7894
    7704       3.2302       2.2813       5.4002       2.9012
    7705       3.4737       2.4449       5.6364       2.8202
    7706       3.2010       1.9821       4.9843       2.5929
    7707       3.0334       2.2724       5.7623       3.1878
    7708       3.6371       2.4934       5.3008       2.5334
    7709       3.5661       2.2542       5.4483       2.9898
    7710       3.1378       2.2665       5.0440       2.8567
    7711       3.6749       2.1559       5.3926       2.9501
    7712       3.1551       2.3859       5.5714       3.0926
    7713       3.3347       2.3971       6.0773       3.5578
    7714       3.4408       2.3554       5.0443       2.7220
    7715       3.3693       2.2765       5.3376       2.8920
    7716       3.4474       2.2862       5.3184       2.6335
    7717       3.5822       2.2793       4.9491       2.5562
    7718       3.6230       2.4989       4.8464       2.5888
    7719       3.6030       2.4270       5.3493       2.5885
    7720       3.3711       2.1522       4.9542       2.5812
    7721       3.6356       2.4455       5.2746       2.6879
    7722       3.5207       2.4612       5.3686       2.8219
    7723       3.3756       2.4899       5.4440       3.1338
    7724       3.7058       2.5913       5.7031       2.8235
    7725       3.5585       2.4422       5.6085       2.8213
    7726       3.4637       2.4108       4.8572       2.5175
    7727       3.2068       2.3221       4.9596       2.6966
    7728       3.6109       2.4589       5.5979       2.6167
    7729       3.3952       2.3652       5.0253       2.6753
    7730       3.5733       2.2704       5.0307       2.4831
    7731       3.6928       2.5084       5.5120       2.7477
    7732       3.5539       2.6860       5.6410       2.7482
    7733       3.6165       2.5657       5.8825       2.9936
    7734       3.5181       2.5639       4.6387       2.4877
    7735       3.4875       2.3762       5.9146       3.1478
    7736       3.6854       2.5707       5.2298       2.7306
    7737       3.6923       2.6558       5.2517       2.6692
    7738       3.6763       2.7058       5.2766       2.6954
    7739       3.7281       2.5755       5.2926       2.4354
    7740       3.7257       2.5191       5.1824       2.4995
    7741       3.4014       2.4572       5.9183       3.1472
    7742       3.4993       2.4028       4.8588       2.5109
    7743       3.3399       2.3913       5.3908       2.6979
    7744       3.5277       2.6045       5.4653       3.1074
    7745       3.0321       2.5339       4.6138       2.6495
    7746       3.4706       2.2579       5.0978       2.8625
    7747       3.4366       2.3324       4.5023       2.3490
    7748       3.5105       2.3838       5.4577       2.9763
    7749       3.3597       2.0945       5.6132       2.8244
    7750       3.3844       2.4755       5.6652       3.3046
    7751       3.2240       2.3465       5.9904       3.3485
    7752       3.4600       2.5001       5.3374       2.7507
    7753       3.2663       2.3228       5.5669       2.7624
    7754       3.5067       2.4199       5.4520       2.6829
    7755       3.2752       2.4035       4.7162       2.7742
    7756       3.4825       2.4545       4.7992       2.3485
    7757       3.3791       2.1757       5.2879       2.4128
    7758       3.5486       2.4365       4.9600       2.5635
    7759       3.4884       2.3681       5.3150       2.7254
    7760       3.4157       2.2758       5.1685       2.4974
    7761       3.3095       2.2004       5.0630       2.6222
    7762       3.4193       2.3055       5.4069       2.6817
    7763       3.3533       2.4627       5.1512       2.4910
    7764       3.5312       2.5197       4.7919       2.5171
    7765       3.2840       2.3460       4.9076       2.4805
    7766       3.6431       2.6240       4.9714       2.6745
    7767       3.3126       2.3735       6.0395       3.4444
    7768       3.3696       2.4399       5.2116       2.9092
    7769       3.5458       2.4158       5.8931       3.2954
    7770       3.5680       2.6632       5.1457       2.7169
    7771       3.4893       2.4937       5.3942       2.8822
    7772       3.4683       2.4085       5.1218       2.7643
    7773       3.4150       2.4434       4.8637       2.6075
    7774       3.5165       2.2340       4.9690       2.4759
    7775       3.5287       2.3357       4.7252       2.3839
    7776       3.5472       2.5087       4.7094       2.6208
    7777       3.6557       2.5319       4.8552       2.7292
    7778       3.5955       2.2679       5.3655       2.8665
    7779       3.3397       2.4988       5.6669       3.1260
    7780       3.4834       2.5002       5.5005       3.1152
    7781       3.4313       2.6455       4.4063       2.6786
    7782       3.3601       2.3517       5.1975       3.1067
    7783       3.4676       2.2619       5.2132       2.8826
    7784       3.7086       2.3680       5.5092       3.0281
    7785       3.3363       2.3407       5.2686       3.1008
    7786       3.3591       2.2961       5.4899       3.1963
    7787       3.3829       2.3672       4.8489       2.8110
    7788       3.2747       2.4025       4.6902       2.7211
    7789       3.3895       2.3633       5.3703       3.1101
    7790       3.1258       2.2507       5.1654       3.2699
    7791       3.0302       2.4392       4.6806       2.8903
    7792       3.4958       2.5789       4.9869       3.0082
    7793       3.5801       2.5268       5.2987       3.0830
    7794       3.3837       2.3800       5.5115       3.2643
    7795       3.5529       2.3004       5.7440       3.4946
    7796       3.4543       2.2545       5.1796       2.7591
    7797       3.5885       2.7443       5.0000       2.9287
    7798       3.6089       2.7821       4.6134       2.4100
    7799       3.3826       2.2413       4.6876       2.6595
    7800       3.2156       2.1915       4.4594       2.7240
    7801       3.3408       2.3261       5.0116       2.9063
    7802       3.6723       2.3893       5.2048       2.5291
    7803       3.5657       2.5243       4.9358       2.6404
    7804       3.5591       2.4480       4.8634       2.5755
    7805       3.4052       2.3527       5.4698       2.8935
    7806       3.2689       2.5264       5.5527       3.0626
    7807       3.0555       2.1698       4.8831       2.4139
    7808       3.1944       2.4559       5.1807       2.6969
    7809       3.4057       2.4213       4.5367       2.6030
    7810       3.2275       2.1929       4.4358       2.7990
    7811       3.3337       2.1840       4.6396       2.6567
    7812       3.3576       2.4547       4.5686       2.8174
    7813       3.2230       2.4469       3.4761       2.6011
    7814       3.2769       2.5426       3.8477       3.0390
    7815       3.1234       2.3484       3.8718       2.6041
    7816       2.7460       2.1693       3.5224       2.5232
    7817       3.1375       2.3398       3.1636       2.6001
    7818       3.0420       2.4483       3.1584       2.5425
    7819       2.7844       2.6654       4.0587       3.0088
    7820       2.7955       2.7213       3.2325       2.7155
    7821       3.2092       2.4338       3.7039       2.4080
    7822       2.2804       2.6059       2.1515       2.5037
    7823       2.3520       2.8961       2.1930       2.4587
    7824       2.3104       2.9988       3.3982       2.4925
    7825       2.7778       2.4241       3.0909       2.5761
    7826       2.5032       2.7710       2.8261       2.3998
    7827       2.4304       2.7131       2.8329       2.4115
    7828       3.0230       2.3794       2.7722       2.7133
    7829       2.8455       2.6348       2.7537       2.7950
    7830       2.8364       2.3781       2.5055       2.7733
    7831       2.7465       2.8741       2.7402       2.6554
    7832       2.9323       3.0528       3.6596       2.8864
    7833       2.6534       2.4943       2.5347       2.3717
    7834       2.5020       2.7952       2.7052       2.6177
    7835       2.7214       2.8392       3.2350       2.7846
    7836       2.5497       2.7528       2.2874       2.5110
    7837       2.7582       2.9392       2.2822       2.3598
    7838       2.4649       2.8874       2.7185       2.7715
    7839       2.3511       3.0133       2.3259       2.6095
    7840       2.4048       3.0098       2.7533       2.7699
    7841       2.7588       2.5381       2.2008       2.3591
    7842       2.8709       2.6498       3.0168       2.5626
    7843       2.4420       2.9850       2.4458       2.6385
    7844       2.1503       2.8340       2.2091       2.6063
    7845       2.5642       2.8406       3.0858       2.6382
    7846       2.5357       2.5323       3.0290       2.9250
    7847       2.6194       3.0096       3.1296       2.4789
    7848       2.5173       2.5074       2.9025       2.7917
    7849       2.4143       2.7608       2.6612       2.4774
    7850       2.5265       2.4842       2.4183       2.3876
    7851       3.0879       2.5587       2.5424       2.7381
    7852       3.0968       2.5677       3.0910       2.6236
    7853       3.0296       2.5651       2.7863       2.6989
    7854       2.8962       2.5945       2.7377       2.6548
    7855       2.8810       2.6084       2.8043       2.4486
    7856       3.0558       2.4939       3.1100       2.6763
    7857       2.7327       2.5006       2.7649       2.4703
    7858       2.4587       2.2981       2.4127       2.8215
    7859       2.6254       2.6538       2.7506       2.4173
    7860       2.5798       2.6873       2.5718       2.6794
    7861       2.7398       2.8627       3.0375       2.5097
    7862       2.5585       2.7698       2.5104       2.5497
    7863       2.8522       2.6403       2.5366       2.7322
    7864       2.7142       2.3979       2.7209       2.6424
    7865       2.9670       2.6906       2.9088       2.7313
    7866       2.8542       2.5696       2.4424       2.4105
    7867       2.7371       2.6118       2.8856       2.3436
    7868       3.0729       2.5344       2.1985       2.4600
    7869       2.7494       2.6247       2.9247       2.5304
    7870       2.6286       2.4161       2.7316       2.6760
    7871       3.2324       2.2295       3.2459       2.9711
    7872       3.1214       2.2969       2.7872       2.6892
    7873       2.9203       2.3984       2.4926       2.5724
    7874       2.8816       2.4358       2.8193       2.5559
    7875       3.2298       2.7760       2.5516       2.5557
    7876       3.1890       2.4262       2.4095       2.3742
    7877       3.3418       2.6635       3.1241       2.8010
    7878       3.5876       2.7649       3.2129       2.8900
    7879       3.1485       2.6202       2.8786       2.6007
    7880       2.8345       2.3753       2.3680       2.6309
    7881       2.7296       2.6775       2.1878       2.4826
    7882       2.8480       2.4069       2.6422       2.7091
    7883       2.9468       2.7406       2.3287       2.5791
    7884       3.1136       2.7235       2.4252       2.2892
    7885       3.1702       2.7220       2.8789       2.6560
    7886       3.1812       2.4016       2.3679       2.5959
    7887       3.1532       2.4923       2.8319       2.7378
    7888       3.0788       2.6416       2.4588       2.2550
    7889       3.1927       2.7907       2.9488       2.4570
    7890       3.1133       2.7912       2.0327       2.6550
    7891       3.2197       2.5648       2.4725       2.3927
    7892       3.1336       2.4591       3.1859       2.6961
    7893       3.7179       2.7077       2.0568       2.5879
    7894       3.3739       2.7087       2.4303       2.3488
    7895       3.0935       2.5136       2.5402       2.5771
    7896       3.3118       2.3413       2.8530       2.7576
    7897       3.2244       2.5610       2.1588       2.5504
    7898       3.1331       2.2907       3.2794       2.8895
    7899       3.2169       2.3487       2.2212       2.4521
    7900       3.3093       2.4970       2.3192       2.5889
    7901       3.5352       2.5305       2.5021       2.8302
    7902       3.5008       2.2895       1.9056       2.6598
    7903       3.3193       2.6195       2.4025       2.6187
    7904       3.5080       2.5542       2.3012       2.3971
    7905       3.4710       2.5273       2.4494       2.7251
    7906       3.2568       2.3221       2.1379       2.3792
    7907       3.4823       2.4912       2.0961       2.5499
    7908       2.8653       2.3620       2.4261       2.8116
    7909       3.3764       2.3799       2.9487       2.7411
    7910       3.4098       2.5043       2.8488       2.7628
    7911       3.2665       2.1111       2.3858       2.5181
    7912       3.2283       2.4655       2.9106       2.3738
    7913       2.8764       2.3558       2.1452       2.5580
    7914       3.2184       2.3356       1.8221       2.5967
    7915       3.3624       2.3963       2.0480       2.5367
    7916       3.3391       2.4031       2.3498       2.5792
    7917       3.3892       2.4533       2.2455       2.4301
    7918       3.3346       2.6100       2.4824       2.7343
    7919       3.5123       2.5732       2.5674       2.6364
    7920       3.2289       2.2300       2.1536       2.4764
    7921       3.3640       2.5763       2.5176       2.6871
    7922       3.3855       2.5551       2.2057       2.6176
    7923       3.5546       2.6339       1.9178       2.6316
    7924       3.5230       2.5055       2.2701       2.3014
    7925       3.4866       2.3954       2.3351       2.7037
    7926       3.2580       2.3386       2.5536       2.7869
    7927       3.4738       2.6753       2.2585       2.4903
    7928       3.6186       2.4638       2.2505       2.8504
    7929       3.5343       2.6121       2.6808       2.7765
    7930       3.1098       2.7800       2.1225       2.3232
    7931       3.3001       2.5961       2.8490       2.6436
    7932       3.4924       2.5364       2.4506       2.5288
    7933       3.1753       2.3183       1.8997       2.5125
    7934       3.3080       2.2283       2.0168       2.4471
    7935       3.3510       2.4807       1.9808       2.5905
    7936       3.4167       2.3945       2.5919       2.4367
    7937       3.0949       2.4300       2.1093       2.5787
    7938       3.2823       2.3309       2.2106       2.8255
    7939       3.2412       2.5142       1.8573       2.5596
    7940       3.3731       2.3108       2.0632       2.3697
    7941       3.2514       2.4226       1.9055       2.5271
    7942       3.6304       2.5218       2.0956       2.6692
    7943       3.2236       2.4846       2.0359       2.4353
    7944       3.1432       2.3926       2.2147       2.7445
    7945       3.3143       2.4704       3.0428       2.2150
    7946       3.0677       2.4477       2.3270       2.7157
    7947       3.2887       2.4480       2.2136       2.6057
    7948       3.2428       2.1946       2.2518       2.5377
    7949       3.5655       2.4896       2.3380       2.7419
    7950       3.4042       2.2549       2.1925       2.8394
    7951       3.0481       2.1667       1.7805       2.7202
    7952       3.6217       2.3946       2.4899       2.9480
    7953       3.2806       2.4630       2.0904       2.6858
    7954       3.4545       2.3763       2.7515       2.8080
    7955       3.3139       2.3450       2.9292       2.8961
    7956       3.2468       2.5539       2.6866       2.6426
    7957       3.4949       2.5052       3.0308       2.8799
    7958       3.3586       2.2636       2.6437       2.5860
    7959       3.3137       2.3542       2.4432       2.5769
    7960       3.5830       2.5076       2.1998       2.6660
    7961       3.1783       2.0951       2.0002       2.5276
    7962       3.4739       2.4478       2.4645       2.5383
    7963       3.0507       2.1504       2.3388       2.6572
    7964       3.3371       2.4758       1.9557       2.6306
    7965       3.1923       2.4988       1.8579       2.8650
    7966       3.5607       2.4508       1.9630       2.7747
    7967       3.4697       2.3173       2.1234       2.6585
    7968       3.5626       2.6387       2.1326       2.5963
    7969       3.1945       2.5861       2.0666       2.4738
    7970       3.2977       2.4949       2.0240       2.4223
    7971       3.2469       2.5859       2.0331       2.6671
    7972       3.4290       2.6458       1.8954       2.2980
    7973       3.2968       2.3351       2.0921       2.5141
    7974       3.2403       2.2259       2.6068       2.8403
    7975       3.3614       2.4241       2.5278       2.5300
    7976       3.3828       2.5178       1.9378       2.3017
    7977       3.3873       2.3897       2.3808       2.5255
    7978       3.6195       2.6448       1.9685       2.8211
    7979       3.4359       2.3219       2.2389       2.4531
    7980       3.5552       2.3947       2.1689       2.7711
    7981       3.2057       2.5823       2.2496       2.5103
    7982       3.1642       2.2695       2.1690       2.3402
    7983       3.2887       2.3301       2.0302       2.5414
    7984       3.3490       2.3994       2.8076       2.5311
    7985       3.2776       2.3226       2.5727       2.3657
    7986       3.2564       2.2887       2.2184       2.4825
    7987       3.2383       2.4638       2.6892       2.5955
    7988       3.2930       2.1811       2.6591       2.3692
    7989       3.0978       2.2366       2.0178       2.6129
    7990       3.3376       2.6378       1.8709       2.6046
    7991       3.3841       2.4761       2.3461       2.6940
    7992       3.2563       2.1714       2.1990       2.4874
    7993       3.3996       2.6574       1.8422       2.7218
    7994       3.3936       2.5372       2.4932       2.6054
    7995       3.2248       2.2701       2.2201       2.9125
    7996       3.3679       2.3019       2.5848       2.6037
    7997       3.2607       2.4682       1.9836       2.4991
    7998       3.1956       2.3227       2.0395       2.5641
    7999       3.2983       2.4877       2.3851       2.5368
    8000       3.2628       2.3668       2.2091       2.5946
    8001       3.0740       2.1531       2.4648       2.5972
    8002       3.3930       2.2259       2.3017       2.4719
    8003       3.2202       2.2281       2.5292       2.8609
    8004       3.1885       2.4956       2.1156       2.4026
    8005       3.2876       2.5108       2.1187       2.3940
    8006       3.4656       2.5564       2.0472       2.3310
    8007       3.2666       2.3676       2.2887       2.6819
    8008       3.1819       2.4400       2.1603       2.8041
    8009       3.3292       2.4488       2.2877       2.5636
    8010       3.5703       2.4824       3.1482       2.9259
    8011       3.2170       2.3664       2.3494       2.4740
    8012       3.2948       2.6913       2.3684       2.5219
    8013       3.2583       2.4496       2.3702       2.6601
    8014       3.4815       2.4090       1.7832       2.5457
    8015       3.3493       2.4580       2.3589       2.4888
    8016       3.3372       2.3127       2.5520       2.3318
    8017       3.3957       2.2468       2.2178       2.7428
    8018       3.2006       2.5336       2.0759       2.4055
    8019       3.3179       2.4377       2.4274       2.5667
    8020       3.2528       2.6298       2.4274       2.5656
    8021       3.3404       2.6629       2.7149       2.7324
    8022       3.1815       2.5338       2.2618       2.2669
    8023       3.2734       2.5462       2.1133       2.3687
    8024       3.0112       2.3296       2.2711       2.3693
    8025       3.1782       2.6791       3.1346       2.4566
    8026       3.4481       2.4659       2.7113       2.7238
    8027       3.0490       2.2546       2.9124       2.5140
    8028       3.2356       2.4102       4.2306       2.9637
    8029       3.2352       2.4957       3.6259       2.3947
    8030       3.1824       2.8058       4.0217       2.7615
    8031       3.2079       2.5902       3.7145       2.5132
    8032       3.3485       2.3999       3.1339       2.5802
    8033       3.2213       2.4668       4.4999       3.1582
    8034       3.3967       2.5695       3.7815       2.6501
    8035       3.2452       2.3913       3.9522       3.2131
    8036       3.2505       2.4002       3.8947       2.6894
    8037       2.9625       2.2971       4.0474       2.7491
    8038       3.0465       2.4172       3.5230       2.3111
    8039       3.0934       2.1570       3.4452       2.6972
    8040       2.9912       2.5723       3.5430       2.5756
    8041       3.1079       2.3259       4.0570       2.9842
    8042       3.3749       2.8112       3.8844       2.8702
    8043       3.1890       2.2916       3.2670       2.3489
    8044       3.3183       2.1511       3.4190       2.3903
    8045       2.7591       2.4491       2.6303       2.7643
    8046       3.1526       2.3671       3.7577       2.8465
    8047       3.5367       2.3864       3.9518       2.7313
    8048       2.9371       2.6112       2.9879       2.2477
    8049       3.1419       2.4305       4.0054       3.0148
    8050       3.1487       2.4684       3.9449       3.1397
    8051       3.2515       2.3670       4.7069       3.0771
    8052       3.4528       2.4412       4.2089       3.1749
    8053       3.3109       2.1391       3.8522       2.6611
    8054       3.4335       2.5697       3.7580       2.9848
    8055       3.2365       2.3735       2.1505       2.5996
    8056       3.2606       2.5998       1.9098       2.4324
    8057       3.2112       2.3901       2.6083       2.5237
    8058       3.0488       2.5306       3.0754       2.6666
    8059       3.1357       2.4544       2.1225       2.7087
    8060       3.1816       2.3380       2.3082       2.4375
    8061       3.0798       2.7283       2.0527       2.5509
    8062       2.6280       2.8154       2.5334       2.5730
    8063       3.2584       2.9727       3.5908       2.5880
    8064       2.9101       2.6359       2.1865       2.6137
    8065       2.5149       2.8609       2.4852       2.6246
    8066       2.5087       2.6949       2.9641       3.0782
    8067       2.5985       2.8991       2.9641       2.9470
    8068       2.5812       2.7605       3.1867       2.7497
    8069       2.8416       2.9891       2.4786       2.4791
    8070       2.9053       2.5217       2.8055       2.8221
    8071       2.6397       2.4625       2.6867       2.7654
    8072       3.1359       2.7813       2.7751       2.4554
    8073       3.1103       2.7193       2.3946       2.2032
    8074       2.7240       2.9496       3.4955       2.8030
    8075       2.9767       2.7186       2.7191       2.6071
    8076       3.1106       2.7580       3.1301       3.2256
    8077       2.7950       2.6515       2.9423       2.8322
    8078       2.7037       2.7544       2.7185       2.8849
    8079       2.7318       3.0036       1.9744       2.7302
    8080       2.6215       2.7616       3.5808       3.1878
    8081       2.5276       3.0987       3.4638       2.9134
    8082       2.6211       2.7442       2.7618       2.7027
    8083       2.6874       2.8312       3.6043       2.9851
    8084       2.8749       2.8712       3.1658       2.9955
    8085       3.0110       2.7723       2.8151       2.4135
    8086       2.9545       2.9860       2.1639       2.6584
    8087       2.5312       3.0269       2.0680       2.8532
    8088       2.2463       2.9211       3.3042       2.9703
    8089       2.4449       3.0499       2.8366       2.9239
    8090       2.4869       3.0250       3.3241       2.8495
    8091       2.3698       2.7477       2.7961       2.6555
    8092       2.4576       2.8923       2.6740       2.7323
    8093       2.8359       2.4483       3.0665       2.7726
    8094       2.3226       2.4162       2.5640       2.5342
    8095       2.3683       2.6624       2.6807       2.5028
    8096       2.3444       2.8082       2.2947       2.5548
    8097       2.2584       2.7492       2.3245       2.5794
    8098       2.3804       3.0234       2.1927       2.6181
    8099       2.7238       2.6695       3.4711       2.5110
    8100       2.2180       2.7307       3.2119       2.8384
    8101       2.2160       2.6672       3.0310       2.6740
    8102       2.4249       2.6652       3.6906       2.8846
    8103       2.5965       2.9347       2.7040       2.2589
    8104       2.4587       2.7257       3.0161       2.5151
    8105       2.5877       2.8978       2.5866       2.6749
    8106       2.3891       3.0717       2.6194       2.7246
    8107       2.4658       2.7076       3.4813       2.9013
    8108       2.3683       2.6914       3.6183       2.9620
    8109       2.5595       2.6363       3.8334       3.0068
    8110       2.6411       2.5481       3.2746       2.7591
    8111       2.6735       2.7299       2.3853       2.7280
    8112       2.4494       2.8379       3.0581       2.4063
    8113       2.6374       2.6533       3.6667       2.7836
    8114       2.4457       2.7846       3.0137       2.7457
    8115       2.6598       2.6484       3.1345       2.6088
    8116       2.7049       2.3262       2.8675       2.5354
    8117       2.5863       2.7142       3.0023       2.6520
    8118       2.9206       2.5953       3.8312       2.9856
    8119       2.3747       2.9974       3.1597       2.5835
    8120       2.4181       2.6932       4.0454       2.8591
    8121       2.7631       2.9853       3.1131       2.8554
    8122       2.4494       2.8298       3.3059       2.5646
    8123       2.8301       2.5328       3.6213       2.6969
    8124       2.6171       2.7480       3.3069       2.6209
    8125       2.6400       2.5095       3.0167       2.8008
    8126       2.6859       2.6742       3.6585       2.8912
    8127       2.3374       3.0441       3.3046       2.4187
    8128       2.5612       2.5980       3.6114       2.6398
    8129       2.4703       2.7598       2.6531       2.8752
    8130       2.6617       2.5115       2.1873       2.5492
    8131       2.5420       2.8263       2.2036       2.6691
    8132       2.8459       2.3602       2.8254       2.8769
    8133       2.6523       2.7322       2.8248       2.2877
    8134       2.6991       2.1753       2.5424       2.7217
    8135       2.7903       2.3968       3.1748       2.5744
    8136       2.6848       2.5352       2.5140       2.6528
    8137       2.5409       2.6379       2.7849       2.7884
    8138       2.5668       2.7972       2.3019       2.4660
    8139       2.5091       2.5158       3.1318       2.7531
    8140       2.5188       2.8765       2.2287       2.4987
    8141       2.4642       2.7539       2.7690       2.5282
    8142       2.4992       2.3294       2.8037       2.7364
    8143       2.4355       2.5363       3.1146       2.7696
    8144       2.5112       2.7018       2.6551       2.2907
    8145       2.9146       2.6756       3.2451       2.6366
    8146       2.9045       2.4825       2.2494       2.5105
    8147       2.6273       2.4834       2.3961       2.6320
    8148       3.1665       2.2337       3.7906       2.6003
    8149       2.7044       2.4298       2.4358       2.4721
    8150       2.7686       2.4209       2.2427       2.7140
    8151       2.7204       2.5227       3.6919       2.7522
    8152       2.6059       2.9316       2.0873       2.6551
    8153       2.8530       2.6696       2.0817       2.6760
    8154       2.6995       2.7230       3.3751       2.8110
    8155       3.1825       2.6695       2.6326       2.6142
    8156       2.7361       2.5759       2.9116       2.6607
    8157       2.8692       2.5539       2.6537       2.4840
    8158       2.5907       2.4414       2.7779       2.7430
    8159       2.7491       2.6477       2.7862       2.5042
    8160       2.7644       2.7844       2.5270       2.2954
    8161       3.0752       2.2187       2.9246       2.5101
    8162       2.9133       2.5044       2.7598       2.5535
    8163       2.6236       2.5791       3.3454       2.8342
    8164       2.5588       2.5711       3.1669       2.7927
    8165       2.4769       2.5375       2.1476       2.7209
    8166       2.6362       2.8929       2.1176       2.4566
    8167       2.5122       2.6309       2.3346       2.6315
    8168       2.6289       2.6464       2.7837       2.6975
    8169       2.5766       2.7405       2.7623       2.5232
    8170       2.5383       3.1008       3.0166       2.4909
    8171       2.6080       2.6230       2.6096       2.6242
    8172       2.5327       2.7213       3.7902       2.7422
    8173       2.6864       2.5971       2.7113       2.4247
    8174       2.4086       2.6758       3.3585       2.7327
    8175       2.4186       2.7768       3.1404       2.7613
    8176       2.6441       2.9712       2.4703       2.6241
    8177       2.4505       2.6103       3.2020       2.6783
    8178       2.5283       2.7889       3.1251       2.8349
    8179       2.4374       2.9303       2.2336       2.4316
    8180       2.5918       2.7979       3.7666       2.8825
    8181       2.5424       3.1414       2.9352       2.6849
    8182       2.5559       2.7115       2.7614       2.6386
    8183       2.3708       2.7732       2.8472       2.5278
    8184       2.8152       2.4136       2.8049       2.6677
    8185       2.8309       2.7284       3.0359       2.3998
    8186       2.7430       2.4268       2.8494       2.6540
    8187       2.3995       2.3873       3.0496       2.8558
    8188       2.4223       2.5128       2.6753       3.1000
    8189       2.7399       2.4678       3.0560       2.4633
    8190       2.3814       2.8465       2.1686       2.2404
    8191       2.2995       2.7708       3.2638       2.7359
    8192       2.7688       2.3678       3.1607       2.7574
    8193       2.5624       2.7413       3.2880       2.6441
    8194       2.4150       2.4788       1.9401       2.7514
    8195       2.6490       2.8152       2.5251       2.2557
    8196       2.5382       2.6184       2.7711       2.4814
    8197       2.6160       2.8702       2.6468       2.4816
    8198       2.5329       2.6627       2.9825       2.6578
    8199       2.4957       2.9135       2.6673       2.4557
    8200       2.4819       2.6993       2.7243       2.4892
    8201       2.6310       2.6829       2.3760       2.7415
    8202       2.6143       2.7774       2.8135       2.4032
    8203       2.8661       2.7270       3.5194       2.8275
    8204       2.5659       2.9980       2.5799       2.3392
    8205       2.2826       2.6143       2.9816       2.4918
    8206       2.7715       2.4135       3.0608       2.6389
    8207       2.6501       2.3022       3.3695       2.4238
    8208       2.3246       2.5420       2.6067       2.3662
    8209       2.3975       2.6747       2.1200       2.3029
    8210       2.7011       2.7158       2.9466       2.4945
    8211       2.4324       3.0213       3.3919       2.6176
    8212       2.6852       2.6334       2.8036       2.6347
    8213       2.5321       3.1179       2.3990       2.8473
    8214       2.4479       2.9551       2.6361       2.7879
    8215       2.5058       2.8692       2.4950       2.4934
    8216       2.7292       2.7286       2.1859       2.7318
    8217       2.5354       2.7443       2.3228       2.3559
    8218       2.5541       2.6141       2.4122       2.6838
    8219       2.7434       2.6136       2.9661       2.3307
    8220       2.8117       2.2034       2.8896       2.5184
    8221       2.7234       2.6379       2.7244       2.3618
    8222       2.6189       2.7553       3.9216       3.1091
    8223       2.5620       2.7420       3.3219       2.7237
    8224       2.8517       2.4366       2.8291       2.2816
    8225       2.5256       2.6262       3.7391       2.3408
    8226       2.7977       2.3607       3.9191       3.0410
