#Len Center	  GalNAc 1	  GalNAc 2	  GalNAc 3	  GalNAc 4	All GalNAc
   4.025000  0.013914	  0.012450	  0.006940	  0.013215	  0.016380
   4.075000  0.012963	  0.011327	  0.006332	  0.012170	  0.014132
   4.125000  0.011830	  0.010172	  0.005715	  0.011059	  0.012300
   4.175000  0.011447	  0.009099	  0.005045	  0.010106	  0.010398
   4.225000  0.010594	  0.008441	  0.004343	  0.009335	  0.008985
   4.275000  0.009895	  0.007519	  0.004362	  0.008513	  0.007850
   4.325000  0.009328	  0.006735	  0.003667	  0.007371	  0.006855
   4.375000  0.008809	  0.005999	  0.003283	  0.006704	  0.005985
   4.425000  0.008372	  0.005501	  0.003015	  0.005901	  0.005427
   4.475000  0.007874	  0.004869	  0.002776	  0.005470	  0.004837
   4.525000  0.007415	  0.004242	  0.002619	  0.005036	  0.004533
   4.575000  0.007003	  0.004054	  0.002398	  0.004532	  0.004526
   4.625000  0.006798	  0.003975	  0.002571	  0.004189	  0.004401
   4.675000  0.006955	  0.003660	  0.002449	  0.004076	  0.004434
   4.725000  0.006669	  0.003424	  0.002241	  0.003947	  0.004677
   4.775000  0.006477	  0.003427	  0.002445	  0.003531	  0.004792
   4.825000  0.006562	  0.003424	  0.002631	  0.003585	  0.005021
   4.875000  0.006395	  0.003289	  0.002631	  0.003418	  0.005097
   4.925000  0.006804	  0.003399	  0.002716	  0.003336	  0.005108
   4.975000  0.006581	  0.003264	  0.002917	  0.003216	  0.004726
   5.025000  0.006807	  0.003393	  0.002716	  0.003119	  0.004457
   5.075000  0.006710	  0.003339	  0.002792	  0.003147	  0.004017
   5.125000  0.006700	  0.003251	  0.002650	  0.002971	  0.003578
   5.175000  0.006597	  0.003207	  0.002788	  0.002974	  0.003021
   5.225000  0.006235	  0.003295	  0.002726	  0.002943	  0.002677
   5.275000  0.006080	  0.003144	  0.002650	  0.002656	  0.002427
   5.325000  0.006018	  0.002911	  0.002408	  0.002678	  0.002094
   5.375000  0.005983	  0.002804	  0.002338	  0.002552	  0.001862
   5.425000  0.005451	  0.002858	  0.002297	  0.002486	  0.001580
   5.475000  0.005152	  0.002788	  0.002376	  0.002408	  0.001471
   5.525000  0.004862	  0.002404	  0.002260	  0.002382	  0.001283
   5.575000  0.004507	  0.002345	  0.002137	  0.002436	  0.001205
   5.625000  0.004283	  0.002379	  0.002455	  0.002307	  0.000999
   5.675000  0.003934	  0.002168	  0.002316	  0.002269	  0.001009
   5.725000  0.003629	  0.002146	  0.002382	  0.002320	  0.000845
   5.775000  0.003415	  0.001967	  0.002556	  0.002304	  0.000793
   5.825000  0.003550	  0.001951	  0.002644	  0.002140	  0.000717
   5.875000  0.002977	  0.002008	  0.002917	  0.002253	  0.000663
   5.925000  0.002889	  0.002005	  0.003053	  0.002206	  0.000681
   5.975000  0.002785	  0.002039	  0.003034	  0.002279	  0.000725
   6.025000  0.002647	  0.002238	  0.003364	  0.002074	  0.000800
   6.075000  0.002493	  0.001983	  0.003613	  0.001961	  0.000901
   6.125000  0.002467	  0.002102	  0.003301	  0.002033	  0.001126
   6.175000  0.002411	  0.002039	  0.003408	  0.001807	  0.001234
   6.225000  0.002310	  0.001863	  0.003050	  0.001684	  0.001547
   6.275000  0.002342	  0.001970	  0.003018	  0.001596	  0.001946
   6.325000  0.002033	  0.001932	  0.002839	  0.001530	  0.002292
   6.375000  0.001891	  0.001753	  0.002744	  0.001473	  0.002643
   6.425000  0.001753	  0.001803	  0.002420	  0.001224	  0.002940
   6.475000  0.001722	  0.001700	  0.002354	  0.001080	  0.003144
   6.525000  0.001769	  0.001731	  0.001995	  0.000928	  0.003296
   6.575000  0.001542	  0.001485	  0.001961	  0.000787	  0.003464
   6.625000  0.001460	  0.001523	  0.001668	  0.000721	  0.003344
   6.675000  0.001231	  0.001558	  0.001665	  0.000626	  0.003140
   6.725000  0.001004	  0.001401	  0.001401	  0.000516	  0.002747
   6.775000  0.000991	  0.001432	  0.001271	  0.000441	  0.002359
   6.825000  0.000913	  0.001334	  0.001152	  0.000327	  0.002078
   6.875000  0.000843	  0.001180	  0.001168	  0.000324	  0.001708
   6.925000  0.000623	  0.001168	  0.001177	  0.000308	  0.001308
   6.975000  0.000670	  0.000966	  0.001083	  0.000233	  0.000977
   7.025000  0.000557	  0.001045	  0.001111	  0.000205	  0.000694
   7.075000  0.000522	  0.001001	  0.001086	  0.000170	  0.000417
   7.125000  0.000403	  0.000856	  0.000925	  0.000113	  0.000326
   7.175000  0.000315	  0.000655	  0.000947	  0.000126	  0.000188
   7.225000  0.000258	  0.000633	  0.001023	  0.000094	  0.000116
   7.275000  0.000242	  0.000466	  0.000869	  0.000120	  0.000072
   7.325000  0.000186	  0.000406	  0.000806	  0.000098	  0.000037
   7.375000  0.000186	  0.000337	  0.000831	  0.000063	  0.000026
   7.425000  0.000161	  0.000223	  0.000648	  0.000069	  0.000013
   7.475000  0.000094	  0.000189	  0.000551	  0.000044	  0.000005
   7.525000  0.000085	  0.000157	  0.000450	  0.000031	  0.000002
   7.575000  0.000057	  0.000085	  0.000305	  0.000022	  0.000001
   7.625000  0.000047	  0.000069	  0.000230	  0.000006	  0.000001
   7.675000  0.000054	  0.000025	  0.000151	  0.000003	  0.000000
   7.725000  0.000016	  0.000019	  0.000113	  0.000003	  0.000000
   7.775000  0.000009	  0.000025	  0.000094	  0.000009	  0.000000
   7.825000  0.000006	  0.000016	  0.000028	  0.000000	  0.000000
   7.875000  0.000013	  0.000019	  0.000031	  0.000000	  0.000000
   7.925000  0.000003	  0.000003	  0.000019	  0.000000	  0.000000
   7.975000  0.000003	  0.000000	  0.000003	  0.000000	  0.000000
   8.025000  0.000000	  0.000003	  0.000003	  0.000000	  0.000000
   8.075000  0.000000	  0.000003	  0.000000	  0.000000	  0.000000
   8.125000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.175000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.225000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.275000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.325000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.375000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.425000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.475000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.525000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.575000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.625000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.675000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.725000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.775000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.825000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.875000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.925000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   8.975000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.025000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.075000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.125000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.175000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.225000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.275000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.325000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.375000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.425000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.475000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.525000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.575000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.625000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.675000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.725000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.775000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.825000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.875000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.925000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
   9.975000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.025000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.075000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.125000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.175000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.225000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.275000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.325000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.375000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.425000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.475000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.525000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.575000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.625000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.675000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.725000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.775000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.825000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.875000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.925000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  10.975000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.025000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.075000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.125000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.175000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.225000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.275000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.325000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.375000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.425000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.475000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.525000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.575000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.625000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.675000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.725000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.775000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.825000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.875000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.925000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  11.975000  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
