#Len Center	Ang Center	  GalNAc 1	  GalNAc 2	  GalNAc 3	  GalNAc 4	All GalNAc
  1.025000	 95.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	 96.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	 97.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	 98.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	 99.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	100.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	101.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	102.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	103.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	104.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	105.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	106.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	107.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	108.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	109.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	110.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	111.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	112.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	113.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	114.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	115.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	116.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	117.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	118.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	119.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	120.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	121.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	122.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	123.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	124.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	125.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	126.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	127.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	128.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	129.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	130.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	131.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	132.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	133.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	134.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	135.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	136.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	137.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	138.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	139.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	140.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	141.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	142.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	143.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	144.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	145.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	146.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	147.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	148.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	149.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	150.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	151.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	152.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	153.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	154.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	155.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	156.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	157.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	158.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	159.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	160.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	161.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	162.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	163.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	164.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	165.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	166.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	167.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	168.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	169.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	170.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	171.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	172.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	173.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	174.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	175.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	176.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	177.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	178.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.025000	179.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000

  1.075000	  0.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  1.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  2.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  3.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  4.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  5.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  6.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  7.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  8.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	  9.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 10.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 11.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 12.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 13.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 14.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 15.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 16.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 17.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 18.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 19.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 20.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 21.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 22.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 23.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 24.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 25.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 26.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 27.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 28.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 29.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 30.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 31.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 32.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 33.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 34.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 35.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 36.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 37.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 38.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 39.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 40.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 41.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 42.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 43.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 44.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 45.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 46.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 47.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 48.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 49.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 50.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 51.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 52.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 53.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 54.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 55.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 56.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 57.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 58.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 59.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 60.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 61.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 62.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 63.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 64.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 65.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 66.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 67.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 68.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 69.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 70.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 71.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 72.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 73.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 74.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 75.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 76.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 77.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 78.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 79.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 80.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 81.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 82.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 83.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 84.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 85.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 86.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 87.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 88.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 89.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 90.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 91.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 92.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 93.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 94.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 95.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 96.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 97.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 98.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	 99.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	100.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	101.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	102.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	103.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	104.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	105.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	106.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	107.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	108.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	109.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	110.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	111.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	112.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	113.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	114.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	115.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	116.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	117.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	118.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	119.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	120.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	121.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	122.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	123.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	124.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	125.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	126.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	127.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	128.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	129.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	130.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	131.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	132.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	133.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	134.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	135.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	136.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	137.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	138.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	139.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	140.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	141.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	142.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	143.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	144.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	145.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	146.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	147.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	148.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	149.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	150.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  1.075000	151.500000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
